version;wahl-behoerde-gs;wahl-datum;wahl-name;wahl-leiter-gs;wahl-leiter-name;gebiet-ebene-5-nr;gebiet-ebene-5-name;gebiet-ebene-4-nr;gebiet-ebene-4-name;gebiet-ebene-3-nr;gebiet-ebene-3-name;gebiet-ebene-2-nr;gebiet-ebene-2-name;bezirk-nr;bezirk-name;bezirk-art;bezirk-repräsentativ;kandidat-gebiet-nr;kandidat-gebiet-bezeichnung;stimmzettel-gebiet-nr;stimmzettel-gebiet-bezeichnung
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;01;01 Mittelstadt;1011;1011 Volkspark;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;01;01 Mittelstadt;1012;1012 Theater;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;01;01 Mittelstadt;1013;1013 Friedrich-Ebert-Platz / Kunstquartier;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;01;01 Mittelstadt;1014;1014 Kratzkopf;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;02;02 Altenhagen-Süd;1021;1021 Volmeaue;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;02;02 Altenhagen-Süd;1022;1022 Funckepark;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;02;02 Altenhagen-Süd;1023;1023 Yorckstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;02;02 Altenhagen-Süd;1024;1024 Funckestr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;02;02 Altenhagen-Süd;1025;1025 Am Ischeland;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;03;03 Altenhagen-West;1031;1031 Adolf- / Sedanstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;03;03 Altenhagen-West;1032;1032 Brink- / Altenhagener Str.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;03;03 Altenhagen-West;1033;1033 St.-Josefs-Hospital;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;03;03 Altenhagen-West;1034;1034 Kinkelstraße;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;04;04 Altenhagen-Ost;1041;1041 Zur Heide;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;04;04 Altenhagen-Ost;1042;1042 Alexander- / Alleestr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;04;04 Altenhagen-Ost;1043;1043 Ginsterheide;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;04;04 Altenhagen-Ost;1044;1044 Polizeipräsidium;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;05;05 Fleyerviertel;1051;1051 Höing;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;05;05 Fleyerviertel;1052;1052 Fleyer Str.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;05;05 Fleyerviertel;1053;1053 Tondernsiedlung;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;05;05 Fleyerviertel;1054;1054 Lützowstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;05;05 Fleyerviertel;1055;1055 Bredelle;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;06;06 Eppenhausen;1061;1061 Walddorfstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;06;06 Eppenhausen;1062;1062 Ascherothstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;06;06 Eppenhausen;1063;1063 Boloh;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;06;06 Eppenhausen;1064;1064 Haferkamp;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;06;06 Eppenhausen;1065;1065 Fachhochschule;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;07;07 Emst;1071;1071 Am Waldesrand;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;07;07 Emst;1072;1072 Alt-Emst;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;07;07 Emst;1073;1073 Fritz-Steinhoff-Park;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;07;07 Emst;1074;1074 Max-Planck-Str. / Haßley;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;07;07 Emst;1075;1075 Bissingheim;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;08;08 Remberg;1081;1081 Haldener Str.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;08;08 Remberg;1082;1082 Rembergstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;08;08 Remberg;1083;1083 Eickertstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;08;08 Remberg;1084;1084 Bülowstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;08;08 Remberg;1085;1085 Eppenhauser Str.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;09;09 Wehringhausen/Stadtgarten;1091;1091 Minervastr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;09;09 Wehringhausen/Stadtgarten;1092;1092 St.-Michael-Kirche;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;09;09 Wehringhausen/Stadtgarten;1093;1093 Stadtgarten;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;09;09 Wehringhausen/Stadtgarten;1094;1094 Sternwarte;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;10;10 Wehringhausen/Kuhlerkamp;1101;1101 Cunosiedlung;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;10;10 Wehringhausen/Kuhlerkamp;1102;1102 Kuhlerkamp;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;10;10 Wehringhausen/Kuhlerkamp;1103;1103 Wehringhauser Str. / Philippshöhe;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;10;10 Wehringhausen/Kuhlerkamp;1104;1104 Södingstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;10;10 Wehringhausen/Kuhlerkamp;1105;1105 Feuerwache Mitte;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;1;Hagen-Mitte;10;10 Wehringhausen/Kuhlerkamp;1106;1106 Wilhelmsplatz;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;2;Hagen-Nord;11;11 Boele/Hengstey/Brockhausen;2111;2111 Brockhausen;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;2;Hagen-Nord;11;11 Boele/Hengstey/Brockhausen;2112;2112 Niedernhofstr.;W;;;;;
0.2;05914000;13.09.2020;OB-Wahl;05914000;Stadt Hagen;;;;;2;Hagen-Nord;11;11 Boele/Hengstey/Brockhausen;2113;2113 Hilgenland;W;;;;;
